Data,TempMax,Temp Min,Avg,Td Avg(C),Wilgotność (%),Wiatr kierunek,Wiatr prędkość,Wiatr porywy,Ciśnieni(Hp),opad(mm),snow(cm)
07.11.2013,12.4,4,7.2,5.9,90.7,SW,8.1,25.2,1005,1.0,0.0
06.11.2013,9,5.6,6.8,4.9,88.5,SSW,3.9,28.8,997.6,3.0,0.0
05.11.2013,10.9,7.3,9.2,4.9,74.8,SSW,10.8,36,996.1,0.2,0.0
04.11.2013,10.9,5.1,8.3,4.7,78.9,SW,14,46.8,1002.4,0.8,0.0
03.11.2013,15.7,10.3,12.7,9.7,82.8,SSW,7.7,39.6,1002.8,6.0,0.0
02.11.2013,11.8,4.2,8.3,5.6,83.5,SSE,4.4,0,1013,0.0,0.0
01.11.2013,12.3,0.5,5.8,2.6,81.3,SSE,3.5,0,1021.5,0.0,0.0
31.10.2013,12.7,2.6,7.8,3.8,77.1,WSW,6.3,0,1027.6,0.0,0.0
30.10.2013,13,8.3,10.6,5.9,73.6,WSW,6.2,0,1019.1,0.0,0.0
29.10.2013,19.6,11.2,16.3,8.1,59.2,WSW,11.6,43.2,1009.6,0.0,0.0
28.10.2013,18.3,10.4,15.3,8.9,66.1,SW,11.6,64.8,1006.1,0.2,0.0
27.10.2013,21.7,11,16.4,11.9,76.2,S,6.5,0,1011.2,0.0,0.0
26.10.2013,19.6,10.2,13.8,12.1,89.4,SSE,8,0,1016.3,0.0,0.0
25.10.2013,16.9,5.4,11.9,10.2,90.4,SSE,2.9,0,1021.7,0.0,0.0
24.10.2013,17.7,12.1,14.5,12.8,89.9,SW,4.7,25.2,1015.7,3.0,0.0
23.10.2013,20.2,10.1,13.9,11.4,85.7,SE,11.4,32.4,1016,0.0,0.0
22.10.2013,17.9,4.3,11.2,9.3,89.1,ESE,5.7,0,1019.6,0.0,0.0
21.10.2013,16.6,11.5,13.5,11.9,90.1,WSW,6.9,36,1015.4,19.0,0.0
20.10.2013,17.6,3.6,9.3,5.5,76.4,SSW,7.8,32.4,1016.9,0.0,0.0
19.10.2013,9.8,-0.7,4.8,0.3,77.2,SSW,8,0,1023.3,0.0,0.0
18.10.2013,11.9,6.9,9.9,7.7,86.8,W,15.9,57.6,1007.9,6.0,0.0
17.10.2013,10.1,0.1,5.5,4.7,95.3,S,2.9,0,1013.3,0.2,0.0
16.10.2013,11.5,7.7,9.3,8.7,96.1,NNE,5.7,0,1008.3,0.2,0.0
15.10.2013,14.7,2.3,8.3,6.2,87.3,ESE,1.5,0,1016.4,0.0,0.0
14.10.2013,14,7,10.6,7.8,85.2,W,6.6,0,1022.8,0.0,0.0
13.10.2013,15,11.4,12.7,10.3,85.3,ESE,14,36,1021.7,0.0,0.0
12.10.2013,13.1,8.7,10.9,9.3,90.7,E,17.6,0,1025.3,0.0,0.0
11.10.2013,18,7.5,12.6,9.4,81.9,E,12,0,1018.8,0.0,0.0
10.10.2013,16.2,9.9,12.2,9.5,84.1,SE,5,0,1011.9,2.0,0.0
09.10.2013,19,4.6,10.6,6.9,80,SSE,3.9,0,1020.6,0.0,0.0
08.10.2013,15.1,8.6,11.1,7.6,79.8,SE,2.1,0,1028.5,0.0,0.0
07.10.2013,13.8,8.8,10.9,8,82.9,W,5.3,0,1027.1,0.0,0.0
06.10.2013,15.4,3.4,8.8,3.1,68.9,SW,5.9,0,1022.8,0.0,0.0
05.10.2013,14.2,0,6.2,-0.8,63.1,SE,12.3,0,1026.6,0.0,0.0
04.10.2013,10.3,-2,3.7,-1.4,72.5,SE,5.6,0,1034.5,0.0,0.0
03.10.2013,8.3,4.4,5.9,-0.5,65,ENE,8.6,0,1033.8,0.0,0.0
02.10.2013,10,3.5,6.3,0.7,69.8,NE,15.5,0,1025.7,0.0,0.0
01.10.2013,11.5,4.9,7.8,3.2,74.3,NE,11.7,0,1019,0.0,0.0
30.09.2013,13,2,7.9,3.8,77.8,ENE,6,0,1020,0.0,0.0
29.09.2013,12.4,6.2,8.2,5.8,86,NW,4.7,0,1019.1,0.0,0.0
28.09.2013,11.9,5.1,8.1,6,87.6,W,11,0,1014.8,5.0,0.0
27.09.2013,11.9,3.9,7.5,3.7,79.3,W,12.6,39.6,1015.7,0.0,0.0
26.09.2013,10.1,5.2,7.9,6.4,91.2,N,7.1,0,1011.5,5.0,0.0
25.09.2013,13.9,5,9.2,5.5,79.6,WNW,15.3,50.4,1013.2,0.0,0.0
24.09.2013,15.1,8.2,11.2,6.9,77.3,WNW,23.4,50.4,1009,0.0,0.0
23.09.2013,16.5,12.1,14.2,10,77.8,WNW,24.5,57.6,1010.6,4.0,0.0
22.09.2013,15.7,8.6,12,9.1,82.8,W,11.4,36,1022.2,0.0,0.0
21.09.2013,18.2,8.2,12.1,8.5,80.6,WNW,14.7,0,1017.1,0.0,0.0
20.09.2013,16.3,7.9,11.7,8.4,81.7,W,18.2,39.6,1010.2,0.0,0.0
19.09.2013,13.6,6.9,10.6,8.6,88,W,10.1,39.6,1001.9,0.0,0.0
18.09.2013,14.5,9.3,11.2,8.8,86,WNW,12.6,0,1000,6.0,0.0
17.09.2013,15.3,11.8,13.4,12.6,95.7,WNW,6.9,0,998.8,18.0,0.0
16.09.2013,17.6,12.8,14.8,14.1,95,SSE,2.4,0,1004.7,2.8,0.0
15.09.2013,15.7,12.4,13.8,11.7,87.5,SSE,2,0,1010.3,0.0,0.0
14.09.2013,14.9,6.7,12,10.4,90.3,SW,2.3,0,1011.1,0.2,0.0
13.09.2013,13.3,7.9,10.9,9.8,93.1,WNW,5.1,0,1014.6,3.0,0.0
12.09.2013,15.9,11.5,12.9,11.4,90.9,WNW,7.5,0,1014.2,9.0,0.0
11.09.2013,15.2,9.9,12.8,10.4,86.1,SE,6.5,0,1014.7,10.0,0.0
10.09.2013,19.2,11.3,14.9,10.7,78.4,W,7.8,0,1017.1,4.0,0.0
09.09.2013,23.8,10.8,17.3,10.2,64.5,ESE,12.9,39.6,1018.4,0.0,0.0
08.09.2013,23,8.4,15.5,6.4,57,E,8.3,0,1025,0.0,0.0
07.09.2013,22,8.2,15.7,6.8,60.4,NNE,6.9,0,1021.9,0.0,0.0
06.09.2013,20.8,8.6,15.3,8.4,65.8,NNE,5.3,0,1020.8,0.0,0.0
05.09.2013,20.8,10.2,15.5,9.8,70.3,NNE,5,0,1023,0.0,0.0
04.09.2013,19.6,8.7,14.1,9.2,75.3,WNW,9.8,28.8,1024.4,0.0,0.0
03.09.2013,19.3,10.7,14.1,10.4,79.6,WNW,26.7,57.6,1013.3,4.0,0.0
02.09.2013,15.9,11.1,13.2,8.9,75.8,WSW,12.6,50.4,1014.5,1.0,0.0
01.09.2013,18.4,12.7,16,10.9,73.5,W,12.8,50.4,1015.7,21.6,0.0
31.08.2013,23.6,11.3,17.8,11.3,68.3,W,5.6,0,1016.2,0.0,0.0
30.08.2013,23.7,12.2,17.7,10.1,64.1,WNW,7.1,39.6,1018.9,0.0,0.0
29.08.2013,22.9,11.4,17.7,10.6,66.1,N,5.3,0,1018.8,0.0,0.0
28.08.2013,21.9,11.9,16.9,11,69.8,ENE,8.6,39.6,1016.6,0.0,0.0
27.08.2013,22.6,12.2,17.7,10.5,64.1,ENE,9.6,0,1018.8,0.0,0.0
26.08.2013,19.4,10.3,15.3,8.5,64.5,ENE,14.4,43.2,1019.6,0.0,0.0
25.08.2013,21.1,10.8,16.3,7.8,59,ENE,11.4,0,1017.8,0.0,0.0
24.08.2013,22.3,10.3,16.8,10.4,69.9,NNE,6.5,0,1019.4,0.0,0.0
23.08.2013,20.9,14.4,17.1,12.7,76.9,NW,7.2,0,1020.2,0.2,0.0
22.08.2013,20,13.7,15.9,13.1,84.4,WNW,13.1,0,1021.5,5.0,0.0
21.08.2013,19.6,13.7,15.6,14.7,95.6,WNW,13.8,0,1023.8,18.0,0.0
20.08.2013,22.9,17,20.2,17.1,83.2,NW,12.5,43.2,1018.6,0.8,0.0
19.08.2013,25.6,18.2,22,15.7,68.2,SSW,2.4,0,1015.2,0.0,0.0
18.08.2013,29.9,14,21.6,12.1,57.7,SE,6,25.2,1015.8,0.0,0.0
17.08.2013,26,12.4,19.6,8.8,51.9,SE,9.3,32.4,1020.3,0.0,0.0
16.08.2013,24.3,11.5,18.6,8.6,56.3,W,1.2,0,1023.7,0.0,0.0
15.08.2013,22.5,10.8,16.5,8.6,62.1,W,8.6,0,1022.6,0.0,0.0
14.08.2013,21.2,11.2,16.3,9.2,65.1,WSW,11.1,39.6,1017.6,0.0,0.0
13.08.2013,21.5,13.9,17.4,12.1,72.2,WSW,10.5,43.2,1013.2,1.6,0.0
12.08.2013,23.7,13.4,18.6,11.7,67.5,WSW,6.3,32.4,1016.8,1.0,0.0
11.08.2013,24.3,12.4,18.1,13.1,76.6,W,8.7,46.8,1015.7,0.0,0.0
10.08.2013,23,16.7,18.7,17.5,95.6,WNW,14.2,50.4,1015.3,33.0,0.0
09.08.2013,30.9,21.4,25.4,17.3,62.9,NW,14.6,0,1015.9,0.0,0.0
08.08.2013,37,19.7,28.2,17.3,57.2,SE,6.9,0,1013.2,0.0,0.0
07.08.2013,34.2,19,26.9,14.6,50.8,SE,11.3,32.4,1014.4,0.0,0.0
06.08.2013,32.3,18.5,25.2,15.9,60.6,ESE,9.3,39.6,1018.3,0.0,0.0
05.08.2013,29.7,20.8,24.9,16.6,61.8,NE,9.2,0,1019.7,0.0,0.0
04.08.2013,29.9,15.4,22.8,11.9,53,WSW,4.8,0,1020.1,0.0,0.0
03.08.2013,28.6,14.9,22.4,10.6,50.5,NNE,7.4,28.8,1017.7,0.0,0.0
02.08.2013,27.7,18.4,22.5,15.1,64.9,WNW,12.7,43.2,1017.1,0.0,0.0
01.08.2013,26.5,13.7,20.6,13.3,66.5,W,10.5,0,1017.6,0.0,0.0
31.07.2013,28,14.1,20.8,13.4,66,W,9.9,39.6,1015,0.0,0.0
30.07.2013,31.8,21,24.2,17.7,69.3,W,15.9,50.4,1009.4,0.0,0.0
29.07.2013,35.9,22.1,28.7,18,55.4,SE,8.6,0,1011.8,0.0,0.0
28.07.2013,32.1,18.6,25.2,18,67.4,ESE,3.8,0,1012.9,0.6,0.0
27.07.2013,30,16.2,22.8,16.5,72.2,SSW,2.3,50.4,1013.4,1.0,0.0
26.07.2013,28,13.9,21,14.6,70,NNW,5.1,32.4,1015.7,0.0,0.0
25.07.2013,24.7,15.2,18.9,15.1,79.3,NW,8.9,0,1015.5,0.0,0.0
24.07.2013,19.3,14.2,16.7,13.4,81.7,WNW,15.9,0,1014.4,0.0,0.0
23.07.2013,21.3,10.4,16.9,9.3,63.7,NW,20,50.4,1014,0.0,0.0
22.07.2013,24.4,13,19.4,8.9,53.1,NW,14.2,39.6,1017.3,0.0,0.0
21.07.2013,26.2,10.2,18.2,9.1,57.9,WNW,14.9,39.6,1019.7,0.0,0.0
20.07.2013,21.9,12.6,18.1,9.6,59.4,NW,18.8,39.6,1017.6,0.0,0.0
19.07.2013,25.6,14.9,21,13.5,63.7,W,14.6,50.4,1016.6,0.0,0.0
18.07.2013,26.5,14.6,20.7,13.6,66.1,W,7.7,0,1020.8,0.0,0.0
17.07.2013,24.3,13.7,18.9,13.2,71.4,WNW,11.9,0,1021.2,0.0,0.0
16.07.2013,20.9,13.3,17.7,12.7,73.2,WNW,14.7,0,1019.8,0.0,0.0
15.07.2013,21.7,13.5,17.5,10.9,66.7,W,14,0,1015.3,0.0,0.0
14.07.2013,23.2,14.4,18.3,14.2,78.1,WNW,20.3,43.2,1012.9,11.0,0.0
13.07.2013,20.8,13.5,16.4,13.7,85,W,11.9,0,1012.8,0.2,0.0
12.07.2013,21,13.8,16.8,13.1,80,W,9.2,39.6,1013,3.0,0.0
11.07.2013,23.1,14.3,18.1,12,70.6,W,8.9,0,1012.1,5.0,0.0
10.07.2013,26.5,13.5,21.4,12.4,60.1,W,9.3,43.2,1014.6,0.0,0.0
09.07.2013,25.5,16.1,21.1,13.1,62.2,NNW,7.7,28.8,1024.2,0.0,0.0
08.07.2013,25.5,14.6,20.5,9.7,51.8,N,8.1,0,1028.1,0.0,0.0
07.07.2013,23.3,12.9,18.9,10.8,60.6,NNW,12,32.4,1028.4,0.0,0.0
06.07.2013,25,16.7,21.5,13.6,62.9,NNW,17,39.6,1026.3,0.0,0.0
05.07.2013,29.7,15.2,23.4,13,55,NW,4.2,0,1021.4,0.0,0.0
04.07.2013,28.4,16.6,23.3,12,52.1,SE,8.7,0,1018.1,0.0,0.0
03.07.2013,28,13.2,21.9,12,56.7,SSE,7.2,39.6,1015.7,0.0,0.0
02.07.2013,26.1,11,19.2,11.3,64.6,S,3.6,0,1016.9,0.0,0.0
01.07.2013,20.6,8.6,14.4,8.2,66.8,WSW,7.4,28.8,1017.2,0.0,0.0
30.06.2013,20.1,11.3,15.5,10.4,73.9,WNW,10.5,46.8,1016,0.0,0.0
29.06.2013,22,10.6,16.8,8.9,62.9,W,4.4,21.6,1016.9,0.0,0.0
28.06.2013,19.2,12.6,15.6,8.8,64.4,N,8.3,0,1021.1,0.8,0.0
27.06.2013,17.7,10.5,14,9.1,73.8,WSW,8,43.2,1022.8,0.0,0.0
26.06.2013,23.2,12.8,15.6,12.9,86,SW,10.8,46.8,1013.9,15.0,0.0
25.06.2013,26.2,18.9,21.9,18.1,79.7,ENE,15.3,39.6,1009.8,13.6,0.0
24.06.2013,25.7,16.9,21.1,16.7,77.3,NNW,6.6,0,1012.5,0.2,0.0
23.06.2013,24.1,17.3,21.6,16.1,71.8,NNW,7.1,0,1012.3,14.0,0.0
22.06.2013,27,18.4,22.5,16,68.9,WNW,8.7,0,1014.3,0.8,0.0
21.06.2013,32.5,18.7,23.8,16.9,66.7,ESE,9.6,46.8,1012.3,2.0,0.0
20.06.2013,29.5,16.1,23.3,12.6,53.4,SE,12.6,0,1017.8,0.0,0.0
19.06.2013,27.1,15.6,21.8,13.3,62,ESE,8.1,32.4,1019.7,0.0,0.0
18.06.2013,26,14.7,20.2,11.9,59.1,E,7.8,0,1017.7,0.0,0.0
17.06.2013,24.2,12,19.5,9.6,55.7,W,8.4,0,1017.8,0.0,0.0
16.06.2013,25.8,15.5,20.6,12.4,61.3,WSW,9,32.4,1014.8,0.0,0.0
15.06.2013,22.6,13.2,18.2,10.6,62.4,ESE,7.8,0,1018,0.0,0.0
14.06.2013,25.3,14,19.6,11.9,62.7,WSW,12,43.2,1016,0.0,0.0
13.06.2013,24.6,10.3,18.7,8,53.9,SSE,2.9,0,1020.1,0.0,0.0
12.06.2013,22.7,12.3,18.1,7.7,53.8,NNW,8,32.4,1018.2,0.0,0.0
11.06.2013,18,13.1,16,11.1,73.7,NNE,10.7,0,1011.6,0.2,0.0
10.06.2013,20.4,15.3,17.3,15.6,90.1,NNE,6.5,32.4,1006.7,6.0,0.0
09.06.2013,24.8,14,18.6,15.7,85.1,ENE,2.9,36,1011.2,16.0,0.0
08.06.2013,24.1,14.7,19.7,15.5,78.4,NW,5,0,1015.8,5.0,0.0
07.06.2013,23.5,14.5,18.3,15.2,83.2,WNW,9.8,0,1019,0.0,0.0
06.06.2013,21.1,13.9,16.5,14.6,89.2,NW,11.1,0,1019.5,0.0,0.0
05.06.2013,18.6,12.8,15.2,13.7,90.8,N,12.6,0,1015.9,0.4,0.0
04.06.2013,23.4,14.5,18,14.2,79.6,NNE,13.2,64.8,1011.4,8.0,0.0
03.06.2013,24.8,13.9,17.7,14.1,80.8,N,13.5,61.2,1009.7,3.0,0.0
02.06.2013,19.7,13,16,11.4,75.3,ESE,9.3,36,1008.2,0.0,0.0
01.06.2013,22.2,15,17.4,14.4,83.4,ENE,11.3,39.6,1000.6,8.2,0.0
31.05.2013,21.1,15.2,17.8,12.2,70.7,E,10.5,0,1001.2,0.6,0.0
30.05.2013,24.7,12.2,18.3,13.8,76.8,E,14.3,46.8,1003.4,11.0,0.0
29.05.2013,22,9,15,10.3,75.3,ESE,13.4,0,1005.2,0.0,0.0
28.05.2013,12.4,9.7,10.9,9.9,93.7,SE,18.8,57.6,1002,5.8,0.0
27.05.2013,13.5,7.2,11.1,10.2,94.1,WNW,8.1,39.6,1004.5,8.0,0.0
26.05.2013,17.4,6,11.4,6.8,75.8,SSE,5.7,36,1006.7,0.2,0.0
25.05.2013,13.8,8.3,10.4,8.5,88.5,W,15.8,39.6,1003.9,32.6,0.0
24.05.2013,10.8,8.5,9.8,8.6,92.5,NW,14.9,0,1006.1,14.2,0.0
23.05.2013,14,8.6,10.6,8,85.1,W,13.2,39.6,1005.5,1.0,0.0
22.05.2013,20.4,8.7,14,9.1,75.4,S,4.7,25.2,1006.2,13.0,0.0
21.05.2013,20.6,13,16.2,10.4,71.1,WSW,8.7,36,1010.3,1.2,0.0
20.05.2013,25.8,15,19.3,12,64.3,SW,10.5,36,1008.6,7.0,0.0
19.05.2013,25.1,9.6,18.8,10.2,61.3,SE,9.9,36,1012.2,0.0,0.0
18.05.2013,25.6,14.7,20.7,11,55,ESE,15,36,1007.9,0.0,0.0
17.05.2013,26.7,14.9,21.1,10.9,55.1,ESE,16.5,43.2,1007.3,0.0,0.0
16.05.2013,25.1,11.3,18.6,10.9,62.4,ESE,7.1,32.4,1008.5,0.0,0.0
15.05.2013,21.4,8.3,15.8,7.8,62,E,7.7,0,1012.2,0.0,0.0
14.05.2013,19,10.9,14.6,7.7,65,WNW,10.4,25.2,1012.9,0.0,0.0
13.05.2013,17,10.9,13.8,9.1,74.3,WNW,17.1,39.6,1011.3,0.4,0.0
12.05.2013,15.4,10.7,13.2,11.7,91,NNW,12,0,1010.4,9.0,0.0
11.05.2013,23.2,15.1,16.7,14.5,88.8,NNW,11.9,0,1011.6,5.4,0.0
10.05.2013,27.4,15.4,21.3,11.7,57.1,S,3.9,28.8,1012.2,0.0,0.0
09.05.2013,26.5,14.9,21.5,11.4,54.5,SSE,7.5,32.4,1015.6,0.0,0.0
08.05.2013,27.3,13.7,20.9,11.4,57.8,ESE,12.8,43.2,1017.7,1.0,0.0
07.05.2013,24.8,14.4,18.1,9.8,58.4,E,14.6,0,1020.3,0.0,0.0
06.05.2013,22.1,10.1,16.2,6.5,54.1,E,12.6,28.8,1024.8,0.0,0.0
05.05.2013,21.1,10.8,15.8,9.2,68.9,W,8.7,36,1020.9,0.0,0.0
04.05.2013,16.8,10.4,13.1,10.4,84.4,NNW,10.5,0,1015,0.2,0.0
03.05.2013,14.1,10.6,12.1,11.3,94.8,NE,12.2,0,1015.4,11.0,0.0
02.05.2013,13,6.8,10.5,8.1,85.7,E,11,0,1022.8,3.0,0.0
01.05.2013,14.9,8.3,11.5,6.1,71.4,NNE,9.2,0,1025,2.0,0.0
30.04.2013,15.7,9.7,12.9,6.1,66.3,WNW,6.9,0,1021.3,0.0,0.0
29.04.2013,16.9,2.8,9.2,6.9,85.9,SE,8.3,36,1018.2,0.0,0.0
28.04.2013,12,7.7,9.5,7.8,90.3,N,13.7,0,1010.3,20.0,0.0
27.04.2013,20.5,12,16.9,9.2,62,W,11.4,39.6,1002.9,0.0,0.0
26.04.2013,25.9,5.1,15.7,6.6,60.2,SSW,8,36,1014.7,0.0,0.0
25.04.2013,18.2,5.2,13,6.9,68,W,9.8,0,1021.8,0.0,0.0
24.04.2013,17.1,8.9,13.4,4.6,56.2,W,15.8,46.8,1022.2,0.0,0.0
23.04.2013,20.8,4.5,13.8,4.2,53.9,WSW,11.7,43.2,1016,0.0,0.0
22.04.2013,18.3,2.3,10.4,-2.7,42.2,ESE,11.9,39.6,1019.3,0.0,0.0
21.04.2013,14,2.6,8.7,-1.2,53.5,ENE,16.4,39.6,1026.8,0.0,0.0
20.04.2013,11.9,9.3,10.2,6,77.6,NW,8.4,0,1025,0.0,0.0
19.04.2013,19.3,10.2,13,5.3,62.8,NNE,9,28.8,1017.9,2.8,0.0
18.04.2013,23.5,7.3,15.4,4.7,53.8,SSE,8.1,36,1020.1,0.0,0.0
17.04.2013,20.1,5.8,13,5,60.2,SSE,6.8,0,1022.9,0.6,0.0
16.04.2013,19.3,1.9,9.6,1.6,63,SE,12.8,32.4,1026.2,0.0,0.0
15.04.2013,12.5,1.6,6.8,0.8,66.8,ESE,8.3,0,1030.7,0.0,0.0
14.04.2013,9.7,5.5,7.5,3.3,76,WNW,13.7,0,1025.2,0.0,0.0
13.04.2013,15.7,5.6,10.6,6.3,76.8,WSW,9.6,50.4,1011.5,10.0,0.0
12.04.2013,14.1,6.9,10.1,6.6,79.6,SSE,8,0,1004.6,3.6,0.0
11.04.2013,14.5,1.7,6.5,3.3,82.2,SSE,6.2,0,1010.2,0.6,0.0
10.04.2013,5.5,1.3,3,1.3,88.6,E,10.4,0,1010.7,0.0,0.0
09.04.2013,5.8,-1.1,1.8,-1.5,79.6,ENE,17,0,1013.1,0.0,0.0
08.04.2013,8.1,-3.2,2.4,-5.4,58.9,W,5.4,0,1014.8,0.0,7.0
07.04.2013,6,-2.4,1.6,-4.1,68.6,WNW,6.2,0,1018.6,0.0,12.0
06.04.2013,1.8,0.5,1,-1.1,86.4,NNW,10.7,0,1012.6,0.0,14.0
05.04.2013,2.2,0,0.8,0.4,96.7,W,7.4,0,1009.1,1.0,18.0
04.04.2013,1.3,-0.3,0.4,-0.1,96.5,NE,13.2,0,1012.9,6.0,22.0
03.04.2013,1.1,-0.8,-0.1,-2.7,83.6,NE,20.4,43.2,1018.2,2.0,15.0
02.04.2013,4.1,-1.8,0,-2.4,84.5,WNW,8.4,0,1014.3,0.0,15.0
01.04.2013,1.5,-0.6,0,-0.5,96.6,WNW,15.9,39.6,1002.1,4.9,18.0
31.03.2013,1.7,-5.9,-1.4,-3.2,88.7,NE,9.9,43.2,1007.9,5.0,3.0
30.03.2013,1.8,-1.3,0.2,-2.1,85,SW,6.5,0,1006.2,0.4,4.0
29.03.2013,0.6,-2.4,-0.6,-5.6,71.2,ESE,24.3,46.8,1012.6,3.0,0.0
28.03.2013,3.4,-3.9,-0.5,-9.7,51.3,ESE,23.3,57.6,1020,0.0,8.0
27.03.2013,3.1,-6.8,-1.9,-10.4,53.5,ENE,16.2,50.4,1018.5,0.0,8.0
26.03.2013,0.5,-7.1,-3,-11.1,54.6,ENE,18,39.6,1018.7,0.0,10.0
25.03.2013,0.6,-9.6,-4.4,-11.9,57.6,NE,10.8,39.6,1024.8,0.0,12.0
24.03.2013,-2.4,-13.1,-7.8,-13.5,64.1,NW,10.1,32.4,1027,0.0,13.0
23.03.2013,-5,-12.8,-8.8,-17.8,49.7,NNE,22.5,39.6,1025.5,0.0,13.0
22.03.2013,-0.9,-5,-2.9,-5.9,81.7,NNE,18.2,43.2,1017.6,2.1,13.0
21.03.2013,1.6,-9.9,-3.1,-4.8,88.8,ENE,5.6,0,1013.3,0.7,7.0
20.03.2013,1.6,-2.1,-0.7,-3.3,83.1,W,13.4,0,1004.1,0.4,8.0
19.03.2013,0,-3.2,-1.6,-4.8,80.1,E,24,57.6,997.2,2.2,4.0
18.03.2013,2,-8.3,-3.1,-12.1,49.9,ESE,23.1,57.6,1014.4,0.0,6.0
17.03.2013,2.3,-11,-3.7,-11.8,60.6,ESE,6.5,0,1021.8,0.0,8.0
16.03.2013,-0.1,-9.5,-4.4,-11.2,61.1,NW,21.6,39.6,1015.6,0.0,10.0
15.03.2013,-2.6,-5.4,-4.2,-11.5,57,NNW,32.4,64.8,1005.6,0.0,10.0
14.03.2013,-2.9,-11,-6,-9.7,76.3,N,12.7,0,1007.3,0.0,11.0
13.03.2013,-4,-6.3,-4.9,-7,85.8,NNE,9.9,0,1003.8,1.8,8.0
12.03.2013,-3.2,-5.4,-4.2,-6.1,85.8,W,9.8,0,1004.4,0.1,4.0
11.03.2013,-2.4,-5.1,-3.9,-6.4,84.6,ENE,18.4,0,1003.7,1.0,3.0
10.03.2013,-1.6,-4,-2.7,-5.8,79.7,ENE,19.1,0,1006.4,0.1,3.0
09.03.2013,-1,-3.1,-2.3,-4.6,84.7,ENE,18.6,0,1010.2,1.0,4.0
08.03.2013,5.5,-1.9,0.6,-7.9,56.6,ENE,27,54,1012.8,0.4,0.0
07.03.2013,9.8,-1.9,4.4,-1.3,68.6,ENE,9,43.2,1008.2,0.0,0.0
06.03.2013,14.7,-1.3,5.7,-4.8,49.5,SSE,8.3,0,1012.2,0.0,0.0
05.03.2013,11.3,-4,2.6,-6.7,53.8,SSE,8.9,0,1023,0.0,0.0
04.03.2013,5.5,-2.7,1.1,-5.9,62.5,WNW,14.7,39.6,1022.2,0.0,0.0
03.03.2013,5.9,1,3.1,-2.6,67.2,W,27.2,61.2,1011.4,0.0,0.0
02.03.2013,5.4,-1,1.9,-3.9,66.4,WNW,19.7,46.8,1017.1,0.0,0.0
01.03.2013,5.9,1.3,2.9,-0.4,80.2,W,23.4,50.4,1014.3,0.0,0.0
28.02.2013,3.5,-0.5,1.3,0.2,93.1,W,12.2,39.6,1026.3,0.0,0.0
27.02.2013,6.1,0.9,3.1,0,80.4,N,4.7,0,1030.4,0.0,0.0
26.02.2013,4.6,1.3,2.5,0.6,87.9,E,12.6,0,1029.2,0.0,3.0
25.02.2013,2.4,0.9,1.5,-0.5,85.4,ESE,21,0,1024.7,0.0,6.0
24.02.2013,1.8,1.3,1.5,-1,83.5,ESE,26.2,50.4,1019.1,0.3,9.0
23.02.2013,1.7,-2.8,-0.4,-1.6,92.6,ENE,22.5,46.8,1016.4,1.5,17.0
22.02.2013,-1.7,-8.9,-4.2,-5.7,87.9,NE,13.5,43.2,1020.9,0.0,16.0
21.02.2013,-2.9,-4.4,-3.6,-4.9,90.9,ESE,6.8,0,1019.1,0.3,16.0
20.02.2013,-0.2,-3.2,-2,-2.9,94.9,WNW,10.5,0,1010.4,1.9,15.0
19.02.2013,0.3,-3.4,-1.7,-3.2,89.8,SSW,6.2,25.2,1010.8,7.0,6.0
18.02.2013,-2,-4.8,-3.7,-7,76.9,WSW,3.9,0,1023.4,0.0,3.0
17.02.2013,-1.4,-4.5,-3.3,-5.6,85.1,ENE,9.2,0,1027,0.0,3.0
16.02.2013,0.7,-1.4,-0.5,-2.7,85.8,E,7.9,0,1024.5,0.1,3.0
15.02.2013,1.8,-0.1,0.9,-2,81.5,E,15.2,0,1022.5,0.0,5.0
14.02.2013,1.3,0.3,0.8,-1.4,85.4,E,10.4,0,1026,0.0,7.0
13.02.2013,1.2,-2.9,-0.9,-3.6,81.3,ESE,21.2,43.2,1021,0.0,8.0
12.02.2013,-0.3,-7.4,-2.8,-5.2,83.4,ESE,12,0,1016,0.0,10.0
11.02.2013,-0.7,-2.8,-1.6,-3.5,86.7,ENE,13.1,0,1016.1,0.4,10.0
10.02.2013,-0.6,-4.1,-2.9,-4.2,90.4,W,3.2,0,1017.3,0.0,11.0
09.02.2013,-3.2,-6.5,-4.5,-4.6,98.1,NW,4.7,0,1016.2,0.0,12.0
08.02.2013,-0.4,-3.6,-1.3,-2.1,95.6,W,13,32.4,1008.4,3.0,13.0
07.02.2013,0.1,-1.9,-0.9,-1.1,98.8,NNW,8.6,0,1004.1,3.0,0.0
06.02.2013,3.5,-0.7,1.2,-0.9,86.4,S,5,25.2,999.7,0.3,0.0
05.02.2013,6.4,0.7,3.2,0.7,82.1,SSW,11.4,46.8,1000.8,2.0,0.0
04.02.2013,1.9,-2.1,-0.2,-2.3,84.3,S,6.8,0,1005.8,0.0,0.0
03.02.2013,2.1,-1.2,0.8,-2.3,81.2,WNW,18,0,1004.9,0.0,0.0
02.02.2013,3.5,0.5,2,1.5,96.1,SE,9.2,0,994,3.6,0.0
01.02.2013,5.7,2.4,4,1.7,85.8,WSW,16.8,54,999.9,7.0,0.0
31.01.2013,6.9,3.7,5.3,1.9,80.2,WSW,20.3,61.2,1001.3,2.4,0.0
30.01.2013,6.6,1.3,3.2,3.4,98.7,SSW,8.5,39.6,1006.2,11.0,16.0
